reviewer,paper_id,excluded,category,question,raw_value,tag
andi,ML9SYPYJ,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
andi,ML9SYPYJ,False,Evaluation (RQ5),State of explainability,Implementation,
andi,ML9SYPYJ,False,Evaluation (RQ5),Type of explainability evaluation,None,
andi,ML9SYPYJ,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,T8GH8CT9,False,General information,Code available?,no,
andi,T8GH8CT9,False,General information,Project status,Not applicable,
andi,T8GH8CT9,False,General information,License,Not applicable,
andi,T8GH8CT9,False,General information,Additional information,Other: The introduce two metrics for quantifying explainability. One for local and one for global metrics,Other
andi,T8GH8CT9,False,Target platform (RQ1),Deployment,Robot recording,
andi,T8GH8CT9,False,Target platform (RQ1),Robotic device,Other: 3DOF-Gripper,Other
andi,T8GH8CT9,False,Target platform (RQ1),Simulation environment,Gazebo,
andi,T8GH8CT9,False,Target platform (RQ1),Domain,Underspecified,
andi,T8GH8CT9,False,Target platform (RQ1),Use case,Manipulation,
andi,T8GH8CT9,False,Target platform (RQ1),Location,Not applicable,
andi,T8GH8CT9,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,T8GH8CT9,False,Software characteristics (RQ2),Middleware,ROS1,
andi,T8GH8CT9,False,Software characteristics (RQ2),Control algorithm,Not applicable,
andi,T8GH8CT9,False,Software characteristics (RQ2),Adaptation,None,
andi,T8GH8CT9,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,T8GH8CT9,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Pre-hoc,
andi,T8GH8CT9,False,Explanation structure (RQ3),Generation technique,Other: neighborhood information and the Jensen–Shannon divergence,Other
andi,T8GH8CT9,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,T8GH8CT9,False,Explanation structure (RQ3),Explanatory question,Underspecified,
andi,T8GH8CT9,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,T8GH8CT9,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,T8GH8CT9,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,T8GH8CT9,False,Stakeholder (RQ4),HRI Type,No coexistence,
andi,T8GH8CT9,False,Stakeholder (RQ4),Motivation,Transparency,
andi,T8GH8CT9,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,T8GH8CT9,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,T8GH8CT9,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,T8GH8CT9,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,INIMDV75,False,General information,Code available?,no,
andi,INIMDV75,False,General information,Project status,Not applicable,
andi,INIMDV75,False,General information,License,Not applicable,
andi,INIMDV75,False,General information,Additional information,No additional information,
andi,INIMDV75,False,Target platform (RQ1),Deployment,Other simulation,
andi,INIMDV75,False,Target platform (RQ1),Robotic device,Drone,
andi,INIMDV75,False,Target platform (RQ1),Simulation environment,Other: JSBSim,Other
andi,INIMDV75,False,Target platform (RQ1),Domain,Defense and security,
andi,INIMDV75,False,Target platform (RQ1),Use case,Navigation,
andi,INIMDV75,False,Target platform (RQ1),Location,Not applicable,
andi,INIMDV75,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,INIMDV75,False,Software characteristics (RQ2),Middleware,Mo Middleware,
andi,INIMDV75,False,Software characteristics (RQ2),Control algorithm,RL,
andi,INIMDV75,False,Software characteristics (RQ2),Adaptation,None,
andi,INIMDV75,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,INIMDV75,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,INIMDV75,False,Explanation structure (RQ3),Generation technique,SHAP-based,
andi,INIMDV75,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,INIMDV75,False,Explanation structure (RQ3),Explanatory question,Why,
andi,INIMDV75,False,Explanation structure (RQ3),Explanatory question,How,
andi,INIMDV75,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,INIMDV75,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,INIMDV75,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,INIMDV75,False,Stakeholder (RQ4),HRI Type,No coexistence,
andi,INIMDV75,False,Stakeholder (RQ4),Motivation,Underspecified,
andi,INIMDV75,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,INIMDV75,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,INIMDV75,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,INIMDV75,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,Y7DUD2MK,False,General information,Code available?,Discussion needed: Data will be made available on request. Do we have to test that or is that equal to code not available,Discussion needed
andi,Y7DUD2MK,False,General information,Project status,Not applicable,
andi,Y7DUD2MK,False,General information,License,Not applicable,
andi,Y7DUD2MK,False,General information,Additional information,No additional information,
andi,Y7DUD2MK,False,Target platform (RQ1),Deployment,Robot recording,
andi,Y7DUD2MK,False,Target platform (RQ1),Robotic device,Drone,
andi,Y7DUD2MK,False,Target platform (RQ1),Simulation environment,Not applicable,
andi,Y7DUD2MK,False,Target platform (RQ1),Domain,Underspecified,
andi,Y7DUD2MK,False,Target platform (RQ1),Use case,Underspecified,
andi,Y7DUD2MK,False,Target platform (RQ1),Location,Not applicable,
andi,Y7DUD2MK,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,Y7DUD2MK,False,Software characteristics (RQ2),Middleware,Mo Middleware,
andi,Y7DUD2MK,False,Software characteristics (RQ2),Control algorithm,Not applicable,
andi,Y7DUD2MK,False,Software characteristics (RQ2),Adaptation,None,
andi,Y7DUD2MK,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,Y7DUD2MK,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
andi,Y7DUD2MK,False,Explanation structure (RQ3),Generation technique,DL-based,
andi,Y7DUD2MK,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,Y7DUD2MK,False,Explanation structure (RQ3),Explanatory question,Underspecified,
andi,Y7DUD2MK,False,Explanation structure (RQ3),Planning level scope,"Discussion needed: How they present it in the paper, I would argue that it's policy level. But since the interpretability is in the network, you can also explain singular events. Just because they summarize it when evaluating it on a dataset, does that automatically mean that the explanation is on policy level?",Discussion needed
andi,Y7DUD2MK,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,Y7DUD2MK,False,Stakeholder (RQ4),HRI Type,No coexistence,
andi,Y7DUD2MK,False,Stakeholder (RQ4),Motivation,Failure handling,
andi,Y7DUD2MK,False,Stakeholder (RQ4),Motivation,Safety,
andi,Y7DUD2MK,False,Stakeholder (RQ4),Motivation,Other: Reliability,Other
andi,Y7DUD2MK,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,Y7DUD2MK,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,Y7DUD2MK,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,Y7DUD2MK,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,78REPEX5,False,General information,Code available?,no,
andi,78REPEX5,False,General information,Project status,Not applicable,
andi,78REPEX5,False,General information,License,Not applicable,
andi,78REPEX5,False,General information,Additional information,No additional information,
andi,78REPEX5,False,Target platform (RQ1),Deployment,Other simulation,
andi,78REPEX5,False,Target platform (RQ1),Robotic device,Drone,
andi,78REPEX5,False,Target platform (RQ1),Simulation environment,Other: AirSim,Other
andi,78REPEX5,False,Target platform (RQ1),Domain,Underspecified,
andi,78REPEX5,False,Target platform (RQ1),Use case,Navigation,
andi,78REPEX5,False,Target platform (RQ1),Use case,Collision avoidance,
andi,78REPEX5,False,Target platform (RQ1),Location,Not applicable,
andi,78REPEX5,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,78REPEX5,False,Software characteristics (RQ2),Middleware,Mo Middleware,
andi,78REPEX5,False,Software characteristics (RQ2),Control algorithm,MDP-based,
andi,78REPEX5,False,Software characteristics (RQ2),Adaptation,None,
andi,78REPEX5,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,78REPEX5,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
andi,78REPEX5,False,Explanation structure (RQ3),Generation technique,Discussion needed: Is Gradient Analysis DL-based or something else?,Discussion needed
andi,78REPEX5,False,Explanation structure (RQ3),Explained robot part,Perception,
andi,78REPEX5,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,78REPEX5,False,Explanation structure (RQ3),Explanatory question,What,
andi,78REPEX5,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,78REPEX5,False,Explanation structure (RQ3),Presentation modality,Visualization,
andi,78REPEX5,False,Explanation structure (RQ3),Presentation modality,Text,
andi,78REPEX5,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,78REPEX5,False,Stakeholder (RQ4),HRI Type,No coexistence,
andi,78REPEX5,False,Stakeholder (RQ4),Motivation,Transparency,
andi,78REPEX5,False,Stakeholder (RQ4),Motivation,Safety,
andi,78REPEX5,False,Stakeholder (RQ4),Motivation,Trust (increase),
andi,78REPEX5,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,78REPEX5,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,78REPEX5,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,78REPEX5,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,CSQ34Q94,False,General information,Code available?,yes,
andi,CSQ34Q94,False,General information,Project status,unmaintained,
andi,CSQ34Q94,False,General information,License,Underspecified,
andi,CSQ34Q94,False,General information,Additional information,No additional information,
andi,CSQ34Q94,False,Target platform (RQ1),Deployment,Robot recording,
andi,CSQ34Q94,False,Target platform (RQ1),Robotic device,"Discussion needed: Information inside the VirtualHome dataset, need to recheck again when online. From the images it looks like a manipulator. ",Discussion needed
andi,CSQ34Q94,False,Target platform (RQ1),Simulation environment,Not applicable,
andi,CSQ34Q94,False,Target platform (RQ1),Domain,Consumer robot,
andi,CSQ34Q94,False,Target platform (RQ1),Use case,Manipulation,
andi,CSQ34Q94,False,Target platform (RQ1),Location,Not applicable,
andi,CSQ34Q94,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,CSQ34Q94,False,Software characteristics (RQ2),Middleware,Not applicable,
andi,CSQ34Q94,False,Software characteristics (RQ2),Control algorithm,Not applicable,
andi,CSQ34Q94,False,Software characteristics (RQ2),Adaptation,None,
andi,CSQ34Q94,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,CSQ34Q94,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,CSQ34Q94,False,Explanation structure (RQ3),Generation technique,Tree-based,
andi,CSQ34Q94,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,CSQ34Q94,False,Explanation structure (RQ3),Explanatory question,Why,
andi,CSQ34Q94,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,CSQ34Q94,False,Explanation structure (RQ3),Presentation modality,Text,
andi,CSQ34Q94,False,Stakeholder (RQ4),HRI Type,Human supervision,
andi,CSQ34Q94,False,Stakeholder (RQ4),Motivation,User understanding,
andi,CSQ34Q94,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
andi,CSQ34Q94,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,CSQ34Q94,False,Evaluation (RQ5),Evaluation metrics,Other: Task improvement; explanation preference (which of these explanations would you prefer),Other
andi,CSQ34Q94,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,CSQ34Q94,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Qualitative",
andi,CSQ34Q94,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
andi,69M7L3MM,False,General information,Code available?,no,
andi,69M7L3MM,False,General information,Project status,Not applicable,
andi,69M7L3MM,False,General information,License,Not applicable,
andi,69M7L3MM,False,General information,Additional information,No additional information,
andi,69M7L3MM,False,Target platform (RQ1),Deployment,Robot simulation,
andi,69M7L3MM,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
andi,69M7L3MM,False,Target platform (RQ1),Simulation environment,V-REP/CoppeliaSim,
andi,69M7L3MM,False,Target platform (RQ1),Domain,Transportation and logistics,
andi,69M7L3MM,False,Target platform (RQ1),Use case,Navigation,
andi,69M7L3MM,False,Target platform (RQ1),Use case,Discussion needed: Actually it's product transport but there is not more information on that except that the robot needs to navigate in the warehouse,Discussion needed
andi,69M7L3MM,False,Target platform (RQ1),Location,Not applicable,
andi,69M7L3MM,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,69M7L3MM,False,Software characteristics (RQ2),Middleware,ROS1,
andi,69M7L3MM,False,Software characteristics (RQ2),Middleware,"Discussion needed: They just say ROS. Need to check if V-REP has an interface to ROS2, otherwise I would assume that this is ROS1",Discussion needed
andi,69M7L3MM,False,Software characteristics (RQ2),Control algorithm,RL,
andi,69M7L3MM,False,Software characteristics (RQ2),Adaptation,None,
andi,69M7L3MM,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,69M7L3MM,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,69M7L3MM,False,Explanation structure (RQ3),Generation technique,Other: Reward decomposition,Other
andi,69M7L3MM,False,Explanation structure (RQ3),Generation technique,Discussion needed: Is DNF (Disjunctive Normal Form) a form of template based?,Discussion needed
andi,69M7L3MM,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,69M7L3MM,False,Explanation structure (RQ3),Explanatory question,Why,
andi,69M7L3MM,False,Explanation structure (RQ3),Explanatory question,What,
andi,69M7L3MM,False,Explanation structure (RQ3),Explanatory question,How,
andi,69M7L3MM,False,Explanation structure (RQ3),Explanatory question,"Discussion needed: They answer ""When do you do ..."" questions? I would argue that this is a form of a How question",Discussion needed
andi,69M7L3MM,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,69M7L3MM,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,69M7L3MM,False,Explanation structure (RQ3),Presentation modality,Text,
andi,69M7L3MM,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,69M7L3MM,False,Stakeholder (RQ4),HRI Type,Human supervision,
andi,69M7L3MM,False,Stakeholder (RQ4),Motivation,Safety,
andi,69M7L3MM,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,69M7L3MM,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,69M7L3MM,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,69M7L3MM,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,VQU5KRBE,False,General information,Code available?,no,
andi,VQU5KRBE,False,General information,Project status,Not applicable,
andi,VQU5KRBE,False,General information,License,Not applicable,
andi,VQU5KRBE,False,General information,Additional information,No additional information,
andi,VQU5KRBE,False,Target platform (RQ1),Deployment,Other simulation,
andi,VQU5KRBE,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
andi,VQU5KRBE,False,Target platform (RQ1),Simulation environment,Underspecified,
andi,VQU5KRBE,False,Target platform (RQ1),Domain,Defense and security,
andi,VQU5KRBE,False,Target platform (RQ1),Use case,Search and rescue,
andi,VQU5KRBE,False,Target platform (RQ1),Location,Not applicable,
andi,VQU5KRBE,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,VQU5KRBE,False,Software characteristics (RQ2),Middleware,Mo Middleware,
andi,VQU5KRBE,False,Software characteristics (RQ2),Control algorithm,RL,
andi,VQU5KRBE,False,Software characteristics (RQ2),Adaptation,None,
andi,VQU5KRBE,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,VQU5KRBE,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,VQU5KRBE,False,Explanation structure (RQ3),Generation technique,Tree-based,
andi,VQU5KRBE,False,Explanation structure (RQ3),Generation technique,Template-based,
andi,VQU5KRBE,False,Explanation structure (RQ3),Explained robot part,Perception,
andi,VQU5KRBE,False,Explanation structure (RQ3),Explanatory question,Why,
andi,VQU5KRBE,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,VQU5KRBE,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,VQU5KRBE,False,Explanation structure (RQ3),Presentation modality,Text,
andi,VQU5KRBE,False,Stakeholder (RQ4),HRI Type,Human robot teaming,
andi,VQU5KRBE,False,Stakeholder (RQ4),Motivation,Transparency,
andi,VQU5KRBE,False,Stakeholder (RQ4),Motivation,Trust (calibration),
andi,VQU5KRBE,False,Stakeholder (RQ4),Motivation,Other: Improved task performance,Other
andi,VQU5KRBE,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
andi,VQU5KRBE,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,VQU5KRBE,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
andi,VQU5KRBE,False,Evaluation (RQ5),Evaluation metrics,User behavior (performance),
andi,VQU5KRBE,False,Evaluation (RQ5),Evaluation metrics,Other: Did the user follow the recommendation of the robot?,Other
andi,NZWR3ATY,True,General information,Code available?,no,
andi,NZWR3ATY,True,General information,Project status,Not applicable,
andi,NZWR3ATY,True,General information,License,Not applicable,
andi,NZWR3ATY,True,General information,Additional information,No additional information,
andi,NZWR3ATY,True,Software characteristics (RQ2),Control algorithm,RL,
andi,NZWR3ATY,True,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,NZWR3ATY,True,Explanation structure (RQ3),Generation technique,Other: Feature attribution,Other
andi,NZWR3ATY,True,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,NZWR3ATY,True,Explanation structure (RQ3),Explanatory question,Why,
andi,NZWR3ATY,True,Explanation structure (RQ3),Planning level scope,Action level,
andi,NZWR3ATY,True,Explanation structure (RQ3),Presentation modality,Visualization,
andi,NZWR3ATY,True,Stakeholder (RQ4),Stakeholder type,Domain expert,
andi,JZZ87H7R,False,General information,Code available?,no,
andi,JZZ87H7R,False,General information,Project status,Not applicable,
andi,JZZ87H7R,False,General information,License,Not applicable,
andi,JZZ87H7R,False,General information,Additional information,No additional information,
andi,JZZ87H7R,False,Target platform (RQ1),Deployment,Robot simulation,
andi,JZZ87H7R,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
andi,JZZ87H7R,False,Target platform (RQ1),Simulation environment,Gazebo,
andi,JZZ87H7R,False,Target platform (RQ1),Domain,Underspecified,
andi,JZZ87H7R,False,Target platform (RQ1),Use case,Collision avoidance,
andi,JZZ87H7R,False,Target platform (RQ1),Use case,Discussion needed: It's again not pure collision avoidance but also transportation. But the transportation of an object is more a motivation for safe navigation rather than something where something like success is measured,Discussion needed
andi,JZZ87H7R,False,Target platform (RQ1),Location,Not applicable,
andi,JZZ87H7R,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,JZZ87H7R,False,Software characteristics (RQ2),Middleware,Underspecified,
andi,JZZ87H7R,False,Software characteristics (RQ2),Control algorithm,Underspecified,
andi,JZZ87H7R,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
andi,JZZ87H7R,False,Software characteristics (RQ2),Goal of adaptation,Continuous learning,
andi,JZZ87H7R,False,Software characteristics (RQ2),Goal of adaptation,Self protection,
andi,JZZ87H7R,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
andi,JZZ87H7R,False,Explanation structure (RQ3),Generation technique,Tree-based,
andi,JZZ87H7R,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,JZZ87H7R,False,Explanation structure (RQ3),Explanatory question,Why,
andi,JZZ87H7R,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,JZZ87H7R,False,Explanation structure (RQ3),Presentation modality,Text,
andi,JZZ87H7R,False,Stakeholder (RQ4),HRI Type,Coexistence,
andi,JZZ87H7R,False,Stakeholder (RQ4),Motivation,Safety,
andi,JZZ87H7R,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,JZZ87H7R,False,Evaluation (RQ5),State of explainability,Implementation,
andi,JZZ87H7R,False,Evaluation (RQ5),Type of explainability evaluation,None,
andi,JZZ87H7R,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,6UGPGZPP,False,General information,Code available?,yes,
andi,6UGPGZPP,False,General information,Project status,unmaintained,
andi,6UGPGZPP,False,General information,License,Other: AGPL,Other
andi,6UGPGZPP,False,General information,Additional information,"Other: They use OCRA, an ontology for collaboration and plan adaptation; quite useful I guess. Not the contribution of the paper though",Other
andi,6UGPGZPP,False,Target platform (RQ1),Deployment,Real robot,
andi,6UGPGZPP,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
andi,6UGPGZPP,False,Target platform (RQ1),Simulation environment,Not applicable,
andi,6UGPGZPP,False,Target platform (RQ1),Domain,Underspecified,
andi,6UGPGZPP,False,Target platform (RQ1),Use case,Manipulation,
andi,6UGPGZPP,False,Target platform (RQ1),Location,Laboratory,
andi,6UGPGZPP,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,6UGPGZPP,False,Software characteristics (RQ2),Middleware,ROS1,
andi,6UGPGZPP,False,Software characteristics (RQ2),Control algorithm,Other: Ontology,Other
andi,6UGPGZPP,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
andi,6UGPGZPP,False,Software characteristics (RQ2),Goal of adaptation,Self configuration,
andi,6UGPGZPP,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
andi,6UGPGZPP,False,Explanation structure (RQ3),Generation technique,Other: Ontology,Other
andi,6UGPGZPP,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,6UGPGZPP,False,Explanation structure (RQ3),Explanatory question,Underspecified,
andi,6UGPGZPP,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,6UGPGZPP,False,Explanation structure (RQ3),Presentation modality,Text,
andi,6UGPGZPP,False,Stakeholder (RQ4),HRI Type,Collaboration,
andi,6UGPGZPP,False,Stakeholder (RQ4),Motivation,Collaboration,
andi,6UGPGZPP,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
andi,6UGPGZPP,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,6UGPGZPP,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Mixed methods",
andi,6UGPGZPP,False,Evaluation (RQ5),Evaluation metrics,Understandability,
andi,6UGPGZPP,False,Evaluation (RQ5),Evaluation metrics,"Other: usefulness was measured through five dimensions: appropriate amount, relevancy, interpretability, and objectivity",Other
andi,QRTC7L73,False,General information,Code available?,no,
andi,QRTC7L73,False,General information,Project status,Not applicable,
andi,QRTC7L73,False,General information,License,Not applicable,
andi,QRTC7L73,False,General information,Additional information,No additional information,
andi,QRTC7L73,False,Target platform (RQ1),Deployment,Other simulation,
andi,QRTC7L73,False,Target platform (RQ1),Robotic device,Ship,
andi,QRTC7L73,False,Target platform (RQ1),Simulation environment,Underspecified,
andi,QRTC7L73,False,Target platform (RQ1),Domain,Underspecified,
andi,QRTC7L73,False,Target platform (RQ1),Use case,Other: Docking of a ship in a harbour,Other
andi,QRTC7L73,False,Target platform (RQ1),Location,Not applicable,
andi,QRTC7L73,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,QRTC7L73,False,Software characteristics (RQ2),Middleware,Underspecified,
andi,QRTC7L73,False,Software characteristics (RQ2),Control algorithm,DL-Based,
andi,QRTC7L73,False,Software characteristics (RQ2),Adaptation,None,
andi,QRTC7L73,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,QRTC7L73,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,QRTC7L73,False,Explanation structure (RQ3),Generation technique,Tree-based,
andi,QRTC7L73,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,QRTC7L73,False,Explanation structure (RQ3),Explanatory question,How,
andi,QRTC7L73,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,QRTC7L73,False,Explanation structure (RQ3),Presentation modality,Visualization,
andi,QRTC7L73,False,Stakeholder (RQ4),HRI Type,Coexistence,
andi,QRTC7L73,False,Stakeholder (RQ4),Motivation,Trust (increase),
andi,QRTC7L73,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,QRTC7L73,False,Evaluation (RQ5),State of explainability,Implementation,
andi,QRTC7L73,False,Evaluation (RQ5),Type of explainability evaluation,None,
andi,QRTC7L73,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,UEW55ITA,True,General information,Code available?,no,
andi,UEW55ITA,True,General information,Project status,Not applicable,
andi,UEW55ITA,True,General information,License,Not applicable,
andi,UEW55ITA,True,General information,Additional information,No additional information,
andi,UEW55ITA,True,Target platform (RQ1),Robotic device,Ship,
andi,UEW55ITA,True,Explanation structure (RQ3),Generation technique,Rule-based,
andi,UEW55ITA,True,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,UEW55ITA,True,Explanation structure (RQ3),Explanatory question,Why,
andi,UEW55ITA,True,Explanation structure (RQ3),Planning level scope,Action level,
andi,9UHS65IE,False,General information,Code available?,yes,
andi,9UHS65IE,False,General information,Project status,unmaintained,
andi,9UHS65IE,False,General information,License,Other: Creative Commons Attribution 4.0 International,Other
andi,9UHS65IE,False,General information,Additional information,Other: They introduce several levels of explainability; different to our planning level scope but differentiate between local/global and local/global collective explainability. This is interesting for multi robot systems,Other
andi,9UHS65IE,False,Target platform (RQ1),Deployment,Discussion needed: Would need to dive into a different paper; think this could even be real world,Discussion needed
andi,9UHS65IE,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
andi,9UHS65IE,False,Target platform (RQ1),Simulation environment,Underspecified,
andi,9UHS65IE,False,Target platform (RQ1),Domain,Medical and healthcare,
andi,9UHS65IE,False,Target platform (RQ1),Use case,Navigation,
andi,9UHS65IE,False,Target platform (RQ1),Location,Not applicable,
andi,9UHS65IE,False,Target platform (RQ1),Multi Agent System,One human - multiple robots,
andi,9UHS65IE,False,Software characteristics (RQ2),Middleware,Discussion needed: Need to look in different paper for that,Discussion needed
andi,9UHS65IE,False,Software characteristics (RQ2),Control algorithm,Underspecified,
andi,9UHS65IE,False,Software characteristics (RQ2),Adaptation,None,
andi,9UHS65IE,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,9UHS65IE,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,9UHS65IE,False,Explanation structure (RQ3),Generation technique,"Other: PDP, partial dependency plot",Other
andi,9UHS65IE,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,9UHS65IE,False,Explanation structure (RQ3),Explanatory question,Underspecified,
andi,9UHS65IE,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,9UHS65IE,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,9UHS65IE,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,9UHS65IE,False,Stakeholder (RQ4),HRI Type,Underspecified,
andi,9UHS65IE,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
andi,9UHS65IE,False,Stakeholder (RQ4),Motivation,User understanding,
andi,9UHS65IE,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,9UHS65IE,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,9UHS65IE,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,9UHS65IE,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,5WU76SYL,False,General information,Code available?,yes,
